Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
l-shape-desk-with-36h-privacy-panel-1,"L-Shape Desk with 36""H Privacy Panel",Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979bd7/AHB3JwxjjlnwfU51kA9Hw.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-with-36h-privacy-panel-1-gen-3.jpg,"L-Shape Desk with 36""H Privacy Panel - Workspace View","L-Shape Desk with 36""H Privacy Panel, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shape-desk-with-36h-privacy-panel-1,"L-Shape Desk with 36""H Privacy Panel",Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979bd7/W3D8xNy1i6TkEUjMlODCr.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-with-36h-privacy-panel-1-gen-4.jpg,"L-Shape Desk with 36""H Privacy Panel - Detail Close-Up","Close-up detail shot of L-Shape Desk with 36""H Privacy Panel, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shape-desk-with-36h-privacy-panel,"L-Shape Desk with 36""H Privacy Panel",Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979bd7/juhvQ9uua7V61_1_ai4IM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-with-36h-privacy-panel-gen-2.jpg,"L-Shape Desk with 36""H Privacy Panel - Office Setting","Professional product photography of L-Shape Desk with 36""H Privacy Panel, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shape-desk-with-36h-privacy-panel,"L-Shape Desk with 36""H Privacy Panel",Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979bd7/1ezBZisNlENslp99G-IS-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-with-36h-privacy-panel-gen-3.jpg,"L-Shape Desk with 36""H Privacy Panel - Workspace View","L-Shape Desk with 36""H Privacy Panel, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shape-desk-with-36h-privacy-panel,"L-Shape Desk with 36""H Privacy Panel",Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979bd8/7lNqo-Mh7kE9fMhYORDwb.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-with-36h-privacy-panel-gen-4.jpg,"L-Shape Desk with 36""H Privacy Panel - Detail Close-Up","Close-up detail shot of L-Shape Desk with 36""H Privacy Panel, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979bd8/TYgNd17rSPnGuWM0yeXcY.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-curved-corner-gen-2.jpg,Innovation L-Shape Curved Corner - Office Setting,"Professional product photography of Innovation L-Shape Curved Corner, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979bd8/TIA2WEZNO0Z5mP1P3lGA0.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-curved-corner-gen-3.jpg,Innovation L-Shape Curved Corner - Workspace View,"Innovation L-Shape Curved Corner, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979bd8/ACyZ3-YBiyssSPsAlqxzz.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovation-l-shape-curved-corner-gen-4.jpg,Innovation L-Shape Curved Corner - Detail Close-Up,"Close-up detail shot of Innovation L-Shape Curved Corner, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,Uncategorized,2,https://v3b.fal.media/files/b/0a979bd8/If2h0LXt1owr-TEc_5g9C.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/obusforme-comfort-medium-back-chair-fabric-1241-3-copy-gen-2.jpg,ObusForme Comfort Medium back Chair 1241-3 - Office Setting,"Professional product photography of ObusForme Comfort Medium back Chair 1241-3, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,Uncategorized,3,https://v3b.fal.media/files/b/0a979bd8/bgEGrMEZHhHVsu2Kc7Z5p.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/obusforme-comfort-medium-back-chair-fabric-1241-3-copy-gen-3.jpg,ObusForme Comfort Medium back Chair 1241-3 - Workspace View,"ObusForme Comfort Medium back Chair 1241-3, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,Uncategorized,4,https://v3b.fal.media/files/b/0a979bd9/neQuncmuADpGjn6HzaTaQ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/obusforme-comfort-medium-back-chair-fabric-1241-3-copy-gen-4.jpg,ObusForme Comfort Medium back Chair 1241-3 - Detail Close-Up,"Close-up detail shot of ObusForme Comfort Medium back Chair 1241-3, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
delivery-75,Delivery 75,Business & Industrial > Construction,2,https://v3b.fal.media/files/b/0a979bd9/ikuMgNnGO3lTNmDFMyiNL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-75-gen-2.jpg,Delivery 75 - Office Setting,"Professional product photography of Delivery 75, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
delivery-75,Delivery 75,Business & Industrial > Construction,3,https://v3b.fal.media/files/b/0a979bd9/fhuDqAWt3ShuE7adPzR75.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-75-gen-3.jpg,Delivery 75 - Workspace View,"Delivery 75, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
delivery-75,Delivery 75,Business & Industrial > Construction,4,https://v3b.fal.media/files/b/0a979bd9/yUwOMi3Ys7dQODGuTj_IN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-75-gen-4.jpg,Delivery 75 - Detail Close-Up,"Close-up detail shot of Delivery 75, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
mobile-pedestal-file-file,Mobile Pedestal File / File,Furniture > Cabinets & Storage > File Cabinets,2,https://v3b.fal.media/files/b/0a979bd9/qCuaVi3Wg4sbSDE6wMU5i.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-file-file-gen-2.jpg,Mobile Pedestal File / File - Office Setting,"Professional product photography of Mobile Pedestal File / File, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
mobile-pedestal-file-file,Mobile Pedestal File / File,Furniture > Cabinets & Storage > File Cabinets,3,https://v3b.fal.media/files/b/0a979bda/6pvEFDUW6u2nRoBl2lxG5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-file-file-gen-3.jpg,Mobile Pedestal File / File - Workspace View,"Mobile Pedestal File / File, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
mobile-pedestal-file-file,Mobile Pedestal File / File,Furniture > Cabinets & Storage > File Cabinets,4,https://v3b.fal.media/files/b/0a979bda/vlMv1nRB-twI9fTfq9_Tu.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/mobile-pedestal-file-file-gen-4.jpg,Mobile Pedestal File / File - Detail Close-Up,"Close-up detail shot of Mobile Pedestal File / File, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
delivery-35,DELIVERY 35,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Recorders,2,https://v3b.fal.media/files/b/0a979bda/OaZXzd7eLmqd4q-GAtotu.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-35-gen-2.jpg,DELIVERY 35 - Office Setting,"Professional product photography of DELIVERY 35, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
delivery-35,DELIVERY 35,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Recorders,3,https://v3b.fal.media/files/b/0a979bda/a6vtb78cYLtS2m8z9R8Kh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-35-gen-3.jpg,DELIVERY 35 - Workspace View,"DELIVERY 35, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
delivery-35,DELIVERY 35,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Recorders,4,https://v3b.fal.media/files/b/0a979bda/I1prDiOJVEpB4eATn8Qmy.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-35-gen-4.jpg,DELIVERY 35 - Detail Close-Up,"Close-up detail shot of DELIVERY 35, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Furniture > Table Accessories,2,https://v3b.fal.media/files/b/0a979bdb/c1pRdzh7bBlLSKXwdW783.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/ganging-plates-for-terina-tables-gfcngfp-gen-2.jpg,Ganging Plates for Terina Tables GFCNGFP - Office Setting,"Professional product photography of Ganging Plates for Terina Tables GFCNGFP, a conference table, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Furniture > Table Accessories,3,https://v3b.fal.media/files/b/0a979bdb/qGu00UCbk40XFExA0XFGu.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/ganging-plates-for-terina-tables-gfcngfp-gen-3.jpg,Ganging Plates for Terina Tables GFCNGFP - Workspace View,"Ganging Plates for Terina Tables GFCNGFP, a conference table, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Furniture > Table Accessories,4,https://v3b.fal.media/files/b/0a979bdb/5_Yn0S0Q0FLecv5A-fGAa.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/ganging-plates-for-terina-tables-gfcngfp-gen-4.jpg,Ganging Plates for Terina Tables GFCNGFP - Detail Close-Up,"Close-up detail shot of Ganging Plates for Terina Tables GFCNGFP, a conference table, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,2,https://v3b.fal.media/files/b/0a979bdb/Qkd3riwv-iD73RoD-1tns.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-ac12-security-charging-cabinet-gen-2.jpg,Kensington AC12 Security Charging Cabinet - Office Setting,"Professional product photography of Kensington AC12 Security Charging Cabinet, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,3,https://v3b.fal.media/files/b/0a979bdb/T_Vkn0d6uyoZ_mBeP_MMq.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-ac12-security-charging-cabinet-gen-3.jpg,Kensington AC12 Security Charging Cabinet - Workspace View,"Kensington AC12 Security Charging Cabinet, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,4,https://v3b.fal.media/files/b/0a979bdb/dk_X4XbeVNGfTWteiaJ21.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-ac12-security-charging-cabinet-gen-4.jpg,Kensington AC12 Security Charging Cabinet - Detail Close-Up,"Close-up detail shot of Kensington AC12 Security Charging Cabinet, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,2,https://v3b.fal.media/files/b/0a979bdc/nijbA5zxxXiujkjvYoyDF.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-universal-charge-sync-tablet-cabinet-gen-2.jpg,Kensington Universal Charge/Sync Tablet Cabinet - Office Setting,"Professional product photography of Kensington Universal Charge/Sync Tablet Cabinet, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,3,https://v3b.fal.media/files/b/0a979bdc/9VIoByTlsfmX3apuDah9u.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-universal-charge-sync-tablet-cabinet-gen-3.jpg,Kensington Universal Charge/Sync Tablet Cabinet - Workspace View,"Kensington Universal Charge/Sync Tablet Cabinet, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Electronics > Electronics Accessories > Computer Components > Computer Power Supplies,4,https://v3b.fal.media/files/b/0a979bdc/aBkx3w0FKsKj2Jgdc1ctK.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/kensington-universal-charge-sync-tablet-cabinet-gen-4.jpg,Kensington Universal Charge/Sync Tablet Cabinet - Detail Close-Up,"Close-up detail shot of Kensington Universal Charge/Sync Tablet Cabinet, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
work-table-at,Work Table AT,Furniture > Office Furniture > Workspace Tables,2,https://v3b.fal.media/files/b/0a979bdc/JaffiWGuhFQ-4FfpUr6OB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/work-table-at-gen-2.jpg,Work Table AT - Office Setting,"Professional product photography of Work Table AT, a conference table, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
work-table-at,Work Table AT,Furniture > Office Furniture > Workspace Tables,3,https://v3b.fal.media/files/b/0a979bdc/pC3LqlsuYMoAdkn4bmUWZ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/work-table-at-gen-3.jpg,Work Table AT - Workspace View,"Work Table AT, a conference table, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
work-table-at,Work Table AT,Furniture > Office Furniture > Workspace Tables,4,https://v3b.fal.media/files/b/0a979bdd/M0xxRRCB3GVvKadbrU-Ls.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/work-table-at-gen-4.jpg,Work Table AT - Detail Close-Up,"Close-up detail shot of Work Table AT, a conference table, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
aktivity-environ-table,Aktivity Environ table,Uncategorized,2,https://v3b.fal.media/files/b/0a979bdd/LpRb-hJhJ9_b-CeI5-_kD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/aktivity-environ-table-gen-2.jpg,Aktivity Environ table - Office Setting,"Professional product photography of Aktivity Environ table, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
aktivity-environ-table,Aktivity Environ table,Uncategorized,3,https://v3b.fal.media/files/b/0a979bdd/_a3qBMSA5B4Bz0SFogjcc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/aktivity-environ-table-gen-3.jpg,Aktivity Environ table - Workspace View,"Aktivity Environ table, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
aktivity-environ-table,Aktivity Environ table,Uncategorized,4,https://v3b.fal.media/files/b/0a979bdd/JTW3x3hd_2cPvIxyOYy3U.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/aktivity-environ-table-gen-4.jpg,Aktivity Environ table - Detail Close-Up,"Close-up detail shot of Aktivity Environ table, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
delivery-charge-65,Delivery Charge $65,Services > Business Services,2,https://v3b.fal.media/files/b/0a979bdd/G-NIQQsoU0sJE0Eu52S98.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-65-gen-2.jpg,Delivery Charge $65 - Office Setting,"Professional product photography of Delivery Charge $65, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
delivery-charge-65,Delivery Charge $65,Services > Business Services,3,https://v3b.fal.media/files/b/0a979bde/7hvqCroBJPjOzYSDrieV7.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-65-gen-3.jpg,Delivery Charge $65 - Workspace View,"Delivery Charge $65, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
delivery-charge-65,Delivery Charge $65,Services > Business Services,4,https://v3b.fal.media/files/b/0a979bde/H-l8qoLw98a2voPpHHLUT.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-65-gen-4.jpg,Delivery Charge $65 - Detail Close-Up,"Close-up detail shot of Delivery Charge $65, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,Business & Industrial > Janitorial Carts & Caddies > Laundry Carts,2,https://v3b.fal.media/files/b/0a979bde/0Y4-W6JnC-7WKZSpvp12j.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-for-sonic-chairs-6517ws-gen-2.jpg,Dolly for Sonic Chairs 6517WS - Office Setting,"Professional product photography of Dolly for Sonic Chairs 6517WS, a mobile office cart, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,Business & Industrial > Janitorial Carts & Caddies > Laundry Carts,3,https://v3b.fal.media/files/b/0a979bde/6YWgzt9jBcltDdHLedd98.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-for-sonic-chairs-6517ws-gen-3.jpg,Dolly for Sonic Chairs 6517WS - Workspace View,"Dolly for Sonic Chairs 6517WS, a mobile office cart, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,Business & Industrial > Janitorial Carts & Caddies > Laundry Carts,4,https://v3b.fal.media/files/b/0a979bde/E9yjKsw8_FZMV-sazLFTM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-for-sonic-chairs-6517ws-gen-4.jpg,Dolly for Sonic Chairs 6517WS - Detail Close-Up,"Close-up detail shot of Dolly for Sonic Chairs 6517WS, a mobile office cart, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
halifax-typical-4,Halifax Typical 4,Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979bdf/z6q4IcqZQXYdFQ5zMpIUK.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/halifax-typical-4-gen-2.jpg,Halifax Typical 4 - Office Setting,"Professional product photography of Halifax Typical 4, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
halifax-typical-4,Halifax Typical 4,Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979bdf/5-Odoeikl4Y4HiivJHYRh.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/halifax-typical-4-gen-3.jpg,Halifax Typical 4 - Workspace View,"Halifax Typical 4, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
halifax-typical-4,Halifax Typical 4,Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979bdf/if84WzJUrsVCoJ-xthN1d.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/halifax-typical-4-gen-4.jpg,Halifax Typical 4 - Detail Close-Up,"Close-up detail shot of Halifax Typical 4, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
delivery-installation-charge-250-00,Delivery & installation Charge 250.00,Services > Business Services,2,https://v3b.fal.media/files/b/0a979bdf/huP7muFxU-bKzbjLuGv72.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-installation-charge-250-00-gen-2.jpg,Delivery & installation Charge 250.00 - Office Setting,"Professional product photography of Delivery & installation Charge 250.00, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
delivery-installation-charge-250-00,Delivery & installation Charge 250.00,Services > Business Services,3,https://v3b.fal.media/files/b/0a979bdf/0LQ2FC9ytRe7Rkq3JDCG1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-installation-charge-250-00-gen-3.jpg,Delivery & installation Charge 250.00 - Workspace View,"Delivery & installation Charge 250.00, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
delivery-installation-charge-250-00,Delivery & installation Charge 250.00,Services > Business Services,4,https://v3b.fal.media/files/b/0a979be0/kX-GGbkPKeCZt2osZsRYO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-installation-charge-250-00-gen-4.jpg,Delivery & installation Charge 250.00 - Detail Close-Up,"Close-up detail shot of Delivery & installation Charge 250.00, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
delivery-charge-125,Delivery Charge 125,Services > Business Services,2,https://v3b.fal.media/files/b/0a979be0/GKMZI4pnrnnwsf1jLVUiF.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-125-gen-2.jpg,Delivery Charge 125 - Office Setting,"Professional product photography of Delivery Charge 125, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
delivery-charge-125,Delivery Charge 125,Services > Business Services,3,https://v3b.fal.media/files/b/0a979be0/bweZ_gZ_GGs8RisVSlygG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-125-gen-3.jpg,Delivery Charge 125 - Workspace View,"Delivery Charge 125, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
delivery-charge-125,Delivery Charge 125,Services > Business Services,4,https://v3b.fal.media/files/b/0a979be0/Mbwok9G9FOy1lTbn9jxf7.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/delivery-charge-125-gen-4.jpg,Delivery Charge 125 - Detail Close-Up,"Close-up detail shot of Delivery Charge 125, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,Furniture > Office Furniture > Office Chairs,2,https://v3b.fal.media/files/b/0a979be0/hy04KQ48jLyHsGfnv8TPN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/extended-high-back-wide-deep-seat-multi-tilt-bao27513-gen-2.jpg,Extended High Back Wide & Deep Seat Multi Tilt BAO27513 - Office Setting,"Professional product photography of Extended High Back Wide & Deep Seat Multi Tilt BAO27513, a office ergonomic chair, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,Furniture > Office Furniture > Office Chairs,3,https://v3b.fal.media/files/b/0a979be0/Sn7E7I2SLcfuhIVOtlSLf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/extended-high-back-wide-deep-seat-multi-tilt-bao27513-gen-3.jpg,Extended High Back Wide & Deep Seat Multi Tilt BAO27513 - Workspace View,"Extended High Back Wide & Deep Seat Multi Tilt BAO27513, a office ergonomic chair, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
