Handle,Product_ID,Action,Status,Target_Image_ID,Orig_Position
halifax-executive-suite,9820816179513,REORDER,REORDERED,53463175135545,2
circular-reception-unit-w-41-r,9843066274105,REORDER,REORDERED,53463175266617,2
4-person-workstation,9860596138297,REORDER,REORDERED,53463175364921,2
fellowes-array-ceiling-ac2-air-purifier,9712548118841,REORDER,REORDERED,53463175463225,2
fellowes-array-recess-ar-air-purifier-1,9712556441913,REORDER,REORDERED,53463175594297,2
the-foster-recliner,9462257615161,REORDER,REORDERED,53463175692601,2
partitions-66-high-6-offices,9749033386297,REORDER,REORDERED,53463175823673,2
screenflex-room-dividers,9757974364473,REORDER,REORDERED,53463175987513,2
fellowes-array-wall-stand-air-purification,9712562045241,REORDER,REORDERED,53463176085817,2
drafting-table,9693071737145,REORDER,REORDERED,53463176216889,2
medicine-wheel-table-indigenous,9683112067385,REORDER,REORDERED,53463176380729,2
vertical-fireproof-cabinets-2-3-4-drawer,9779950256441,REORDER,REORDERED,53463176479033,2
soft-pods,9667868524857,REORDER,REORDERED,53463176610105,2
innovations-u-shape-suite,9839234384185,REORDER,REORDERED,53463176741177,2
upscale-meeting-boardroom-tables-3-sizes-8-colours,9674747117881,REORDER,REORDERED,53463176839481,2
modern-grigio-reception-desk,9788847030585,REORDER,REORDERED,53463176970553,2
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,9900174475577,REORDER,REORDERED,53463177068857,2
nutmeg-reception,9788850307385,REORDER,REORDERED,53463177232697,2
nourish-high-back-bariatric-patient-chair-gc3685-1,9685627470137,REORDER,REORDERED,53463177331001,2
global-recliner-primacare-gc3608mrc,9692001993017,REORDER,REORDERED,53463177429305,2
makerspace-tables,9785193038137,REORDER,REORDERED,53463177593145,2
l-shape-height-adjustable-desk-set,9665339851065,REORDER,REORDERED,53463177756985,2
height-adjustable-l-shape-71x71,9665393262905,REORDER,REORDERED,53463177855289,2
institutional-series-lateral-file-cabinet-2-3-4-5-drawer,9782474211641,REORDER,REORDERED,53463177986361,2
u-shape-height-adjust-desk,9499674050873,REORDER,REORDERED,53463178084665,2
offices-to-go-newland-u-shaped-suites-nlp406,9855852380473,REORDER,REORDERED,53463178248505,2
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,9776397713721,REORDER,REORDERED,53463178346809,2
array-stand-as-air-purifier-1,9712563224889,REORDER,REORDERED,53463178477881,2
hideaway-storage-cabinet-1,9733369233721,REORDER,REORDERED,53463178576185,2
u-shaped-desk-with-3-stage-height-adjustable-table,9726676795705,REORDER,REORDERED,53463178740025,2
partitions-66-high-2-offices-1,9749031420217,REORDER,REORDERED,53463178838329,2
drift-seating,9701172412729,REORDER,REORDERED,53463178969401,2
executive-u-shape-desk-set,9785152078137,REORDER,REORDERED,53463179133241,2
wind-lounge-seating,9676171379001,REORDER,REORDERED,53463179362617,2
racetrack-conference-table-1-top,9851761426745,REORDER,REORDERED,53463179460921,2
innovations-l-shape-desk-with-hutch,9785116819769,REORDER,REORDERED,53463179854137,2
height-adjustable-l-shape-table,9687455924537,REORDER,REORDERED,53463179985209,2
felt-acoustic-room-dividers,9832199749945,REORDER,REORDERED,53463180083513,2
laminate-lockers-copy,9822332387641,REORDER,REORDERED,53463180214585,2
indoor-planter,9469554262329,REORDER,REORDERED,53463180345657,2
premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,9114485391673,REORDER,REORDERED,53463180476729,2
ml-series-lounge-chair,9676178981177,REORDER,REORDERED,53463180575033,2
ceiling-grids-sound-acoustic-dampeners-copy,9832616821049,REORDER,REORDERED,53463180673337,2
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,9685608563001,REORDER,REORDERED,53463180804409,2
sirena-lounge-chair-3371,9893663277369,REORDER,REORDERED,53463180935481,2
levels-l-shape,9800687845689,REORDER,REORDERED,53463181230393,2
felt-acoustic-wall-tiles,9832223867193,REORDER,REORDERED,53463181328697,2
planter,9753608388921,REORDER,REORDERED,53463181525305,2
height-adjustable-l-shape-table-1,9855858245945,REORDER,REORDERED,53463181623609,2
manual-height-adjustable-table,9795576660281,REORDER,REORDERED,53463181984057,2
ceiling-grids-sound-acoustic-dampeners-1,9832610988345,REORDER,REORDERED,53463182115129,2
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,9858778431801,REORDER,REORDERED,53463182213433,2
partitions-66-high,9749031158073,REORDER,REORDERED,53463182311737,2
lateral-file-wood-laminate-2-3-4-drawer-options,9788589900089,REORDER,REORDERED,53463182442809,2
boat-shaped-conference-table,9103187345721,REORDER,REORDERED,53463182541113,2
lockers-single-tier-assembled,9690784596281,REORDER,REORDERED,53463182639417,2
lockers-2-tier-assembled,9690804846905,REORDER,REORDERED,53463182836025,2
standard-lateral-files-2-3-4-5-drawers,9782444425529,REORDER,REORDERED,53463183229241,2
wood-laminate-storage-cabinets,9788608184633,REORDER,REORDERED,53463183360313,2
levels-suite,9747754320185,REORDER,REORDERED,53463183458617,2
student-desk-carol-single-double-sided,9724689940793,REORDER,REORDERED,53463183622457,2
lounge-seating-3-sizes-suburb,9682802147641,REORDER,REORDERED,53463183786297,5
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,9893580931385,REORDER,REORDERED,53463183917369,2
deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d,9776398729529,REORDER,REORDERED,53463184048441,2
ml-bar-stool,9676180488505,REORDER,REORDERED,53463184146745,5
l-shape-desk-8-sizes-9-colour-options,9746797494585,REORDER,REORDERED,53463184245049,2
innovations-double-pedestal-desk-bf-bf-5-sizes-8-colours,9733212438841,REORDER,REORDERED,53463184474425,2
luray-executive-chair,9847159750969,REORDER,REORDERED,53463184638265,2
basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,9776141041977,REORDER,REORDERED,53463184736569,2
pneumatic-height-adjustable-table,9725753360697,REORDER,REORDERED,53463184933177,2
uni-flip-training-tables-7-sizes,9686666871097,REORDER,REORDERED,53463185064249,2
ergo-boss-multi-tilter-chair-2,9768066646329,REORDER,REORDERED,53463185424697,2
upscale-table-1,9674761797945,REORDER,REORDERED,53463185686841,2
terina-training-tables-rectangular-table-8-sizes,9686654255417,REORDER,REORDERED,53463185850681,2
scoot-multi-purpose-lectern-8922bl-1,9693074391353,REORDER,REORDERED,53463186669881,2
lockers-2-tier,9868797346105,REORDER,REORDERED,53463186866489,2
height-adjustable-table-5-sizes,9687458873657,REORDER,REORDERED,53463187128633,2
laminate-lockers-1,9822327505209,REORDER,REORDERED,53463187390777,2
scoot-8945bl-lectern,9837829685561,REORDER,REORDERED,53463187554617,2
sora-mesh-back-chair-6941-6942,9828305142073,REORDER,REORDERED,53463187849529,2
rambler-ottoman-8-shape-size-options,9769354592569,REORDER,REORDERED,53463188111673,2
planters,9676187631929,REORDER,REORDERED,53463188439353,2
obusforme-elite-multi-tilter-chair-medium-back,9666748711225,REORDER,REORDERED,53463188898105,2
koko-tables,9820585525561,REORDER,REORDERED,53463189127481,2
global-accord-back-knee-tilter-chair-1,9639652557113,REORDER,REORDERED,53463189324089,2
desk-top-divider-divide,9693141827897,REORDER,REORDERED,53463190241593,2
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,9667830776121,REORDER,REORDERED,53463190602041,2
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,9938997543225,REORDER,REORDERED,53463190962489,2
napa-boardroom-conference-table,9724981215545,REORDER,REORDERED,53463191486777,2
electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450,9103473934649,REORDER,REORDERED,53463191847225,2
ceiling-grids-sound-acoustic-dampeners-orb,9832623735097,REORDER,REORDERED,53463192338745,2
manual-height-adjustable-base,9882644414777,REORDER,REORDERED,53463192600889,2
quick-assembly-electric-height-adjustable-base-2-legs,9783856824633,REORDER,REORDERED,53463193026873,2
impromptu-lectern-1,9693075505465,REORDER,REORDERED,53463193485625,2
sit2stand-series-sit-stand-workstation,9688143266105,REORDER,REORDERED,53463193846073,2
electric-height-adjustable-standing-desk-workstation-4,9103471608121,REORDER,REORDERED,53463194304825,2
vion-mesh-high-back-chair-1,9499576009017,REORDER,REORDERED,53463194599737,2
sit-stand-fellowes-lotus-dual-arm-not-included,9667821994297,REORDER,REORDERED,53463195124025,2
the-accord-tilter-high-back-chair-1,9771515150649,REORDER,REORDERED,53463195550009,2
arlo-lounge-swivel-task-chair-1,9759454560569,REORDER,REORDERED,53463195812153,2
obusforme-comfort-high-back-chair-fabric-1240-3,9039326609721,REORDER,REORDERED,53463197417785,2
ibex-drafting-task-stool-mvl2808,9776147792185,REORDER,REORDERED,53463197778233,2
chevron-ultra-medium-back-multi-tilter-chair,9770563141945,REORDER,REORDERED,53463198171449,2
basics-elora-home-office-synchro-tilter-chair-1,9770509140281,REORDER,REORDERED,53463198368057,2
basics-comfort-time-ultra-multi-tilter-big-tall-chair,9768077066553,REORDER,REORDERED,53463198695737,2
anda-seat-phantom-king-gaming-style-office-chair,9725776691513,REORDER,REORDERED,53463199121721,2
overtime-350-high-back-heavy-duty-multi-tilter,9664325615929,REORDER,REORDERED,53463199580473,2
triple-monitor-and-ipad-holder,9785822609721,REORDER,REORDERED,53463199711545,2
supra-x-chair-1,9795527344441,REORDER,REORDERED,53463200268601,2
guest-chair-6960-moda,9667794239801,REORDER,REORDERED,53463200596281,2
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,9815800054073,REORDER,REORDERED,53463201120569,2
two-stage-electric-height-adjustable-table,9744712171833,REORDER,REORDERED,53463201415481,2
heartwood-mobile-pedestal-bf,9800572797241,REORDER,REORDERED,53463201808697,2
tucana-elite-training-nesting-tables,9728150241593,REORDER,REORDERED,53463202365753,2
bookcase-metal-2-size-options,9667812786489,REORDER,REORDERED,53463202660665,5
otg-panels,9665473052985,REORDER,REORDERED,53463203086649,5
willow-bariatric-chair,9685598110009,REORDER,REORDERED,53463203381561,2
bar-height-table,9666375647545,REORDER,REORDERED,53463203643705,2
desk-shells,9884899213625,REORDER,REORDERED,53463204135225,2
format-high-back-weight-sensing-synchro-tilter-mesh-seat-and-back-mvl3197-copy,9771381686585,REORDER,REORDERED,53463204430137,2
raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,9745595597113,REORDER,REORDERED,53463205019961,2
gaming-chair,9725748478265,REORDER,REORDERED,53463205282105,2
mobile-drawer-unit-with-locks-inv-mpuf,9716463075641,REORDER,REORDERED,53463205577017,2
jax-keyboard-tray,9666435449145,REORDER,REORDERED,53463206396217,2
nesting-training-table-8-colour-choices,9729271464249,REORDER,REORDERED,53463206625593,2
newland-bookcases-assembled,9782648176953,REORDER,REORDERED,53463206953273,2
factor-mesh-seating,9721985237305,REORDER,REORDERED,53463207412025,2
mvl3101-avro-mesh-back-synchro-tilter-chair,9766187139385,REORDER,REORDERED,53463207739705,2
table-desk-1,9782640640313,REORDER,REORDERED,53463208198457,2
format-high-back-synchro-tilter-with-adjustable-headrest-chair-mvl3192,9666760606009,REORDER,REORDERED,53463208460601,2
tower-charging-station-with-usb-ports-2-colour-options,9700992221497,REORDER,REORDERED,53463208689977,2
jax-sit-to-stand,9841866506553,REORDER,REORDERED,53463209083193,2
ultra-high-back-tilter-with-arms-mvl11730,9771600707897,REORDER,REORDERED,53463209443641,2
training-flip-top-tables-1,9686674637113,REORDER,REORDERED,53463209640249,2
brighton-high-back-tilter-mvl2787,9782584049977,REORDER,REORDERED,53463210066233,2
power-station-with-3-outlets-and-2-usb,9698778710329,REORDER,REORDERED,53463210426681,2
oci-platinum-monitor-arms,9689001951545,REORDER,REORDERED,53463210885433,2
marlee-midback-chair-bonded-leather-mvl11722,9816455512377,REORDER,REORDERED,53463211180345,2
adapt-high-back-synchro-tilter-mvl11724-mvl11725,9815337566521,REORDER,REORDERED,53463211540793,2
adapt-high-back-synchro-tilter-mvl11725,9771322507577,REORDER,REORDERED,53463211901241,2
craft-curve-120-degree-unit-2,9769344172345,REORDER,REORDERED,53463211999545,2
adapt-high-back-synchro-tilter-mvl11724,9769092022585,REORDER,REORDERED,53463212589369,2
sit-stand-adjustable-desk-riser-32-wide,9667819798841,REORDER,REORDERED,53463213244729,2
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,9039323201849,REORDER,REORDERED,53463213506873,2
foundations-safetycraft-compact-crib-natural-steel,9685409399097,REORDER,REORDERED,53463213867321,2
rebound-armchair-upholstered-seat-r5apug,9729492975929,REORDER,REORDERED,53463214326073,2
round-metal-base,9968003612985,REORDER,REORDERED,53463214850361,2
metal-square-metal-base,9874949079353,REORDER,REORDERED,53463215276345,2
metal-round-metal-base,9874945835321,REORDER,REORDERED,53463215472953,2
metal-cross-base-with-levelers,9874943738169,REORDER,REORDERED,53463219208505,2
square-table-x-base-3-sizes,9826729656633,REORDER,REORDERED,53463235559737,2
yoho-medium-back-task-chair-mvl2778,9778292195641,REORDER,REORDERED,53463254827321,2
pacific-high-back-tilter,9747446432057,REORDER,REORDERED,53463268458809,2
xplorer-51-gaming-chair,9725750247737,REORDER,REORDERED,53463272948025,2
duet-tablet-chair,9688164958521,REORDER,REORDERED,53463273275705,2
yoho-armless-drafting-task-chair-stool,9666387476793,REORDER,REORDERED,53463273537849,2
chair-black-steel-frame-3,9103181316409,REORDER,REORDERED,53463273832761,2
ibex-upholstered-seat-back-guest-chair-mvl2819-1,9782586507577,REORDER,REORDERED,53463274094905,2
basics-chevron-junior-operator-chair-mvl2363-7-1,9776146415929,REORDER,REORDERED,53463274651961,2
mvl11860-stradic-mesh-back-tilter,9712844013881,REORDER,REORDERED,53463274750265,2
bookcase-31-5-wide-x-13-75-deep,9698674803001,REORDER,REORDERED,53463274979641,2
aeramax-air-purifier-true-hepa-plasmatrue-1,9712563487033,REORDER,REORDERED,53463275143481,2
bar-stool-for-42-high-tables,9778177835321,REORDER,REORDERED,53463275405625,2
extended-high-back-tilter-otg11359-carleton,9766190809401,REORDER,REORDERED,53463275635001,2
half-round-40-unit,9769338798393,REORDER,REORDERED,53463275733305,2
coffee-table-chrome,9673690317113,REORDER,REORDERED,53463275995449,5
six-31-medium-back-multi-tilter-glbotg11631b,9666756935993,REORDER,REORDERED,53463276126521,2
sonic-bar-stools-for-42-high-tables,9778210931001,REORDER,REORDERED,53463276290361,2
ashmont-medium-back-guest-chair-mvl2782,9782581297465,REORDER,REORDERED,53463276454201,2
craft-rectangle-unit-1,9769341550905,REORDER,REORDERED,53463276585273,2
kody-mesh-chair-otg13110,9676166496569,REORDER,REORDERED,53463276814649,2
rollamat-for-carpet-carpeted-floor-53-x-45-3,9098336895289,REORDER,REORDERED,53463277273401,2
mvl11886-caman-high-back-tilter-bonded-leather,9816456495417,REORDER,REORDERED,53463277535545,2
cobalt-medium-back-tilter-mvl2785,9778281251129,REORDER,REORDERED,53463277895993,2
stream-armchair-polypropylene-seat-back-2075app-1,9693091201337,REORDER,REORDERED,53463277994297,2
mobile-folding-chair-storage-cart-3,9097354182969,REORDER,REORDERED,53463278190905,2
yoho-task-chairs,9776145465657,REORDER,REORDERED,53463278420281,2
folding-chair-plastic-4-pack,9690426671417,REORDER,REORDERED,53463278518585,2
end-table-chrome,9673683566905,REORDER,REORDERED,53463278911801,2
coffee-table-seating,9712078848313,REORDER,REORDERED,53463279305017,2
kaysee-high-back-tilter-otg12112b,9760219201849,REORDER,REORDERED,53463279632697,2
folding-table-8,9103179972921,REORDER,REORDERED,53463279862073,2
charging-station-with-a-clamp,9665682669881,REORDER,REORDERED,53463280255289,2
otg3915-centro-guest-chair,9766199361849,REORDER,REORDERED,53463280746809,2
otg13026-safari-medium-mesh-back-tilter-chair,9712926556473,REORDER,REORDERED,53463281107257,2
plexiglass-modesty-panels,9800589377849,REORDER,REORDERED,53463281795385,2
laminate-modesty-panels,9800598552889,REORDER,REORDERED,53463281991993,2
craft-wedge-unit,9769341485369,REORDER,REORDERED,53463282155833,2
craft-cube-square-unit,9712096084281,REORDER,REORDERED,53463282319673,2
clamp-on-power-bar-and-usb-charging-station,9665676181817,REORDER,REORDERED,53463283138873,2
file-buddy-swivel-stool-black-vinyl,9103460696377,REORDER,REORDERED,53463283335481,2
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-1,9098369335609,REORDER,REORDERED,53463283597625,2
student-desk-1,9682497536313,REORDER,REORDERED,53463284220217,2
mvl2732-annapolis-high-back-luxhide-tilter,9816457904441,REORDER,REORDERED,53463284580665,2
trent-tilter-chair-high-back-bonded-leather-2717-4,9747450822969,REORDER,REORDERED,53463285006649,2
flap-folding-chair-6775-1,9693098705209,REORDER,REORDERED,53463285825849,2
privacy-desk-top-dividers,9693105062201,REORDER,REORDERED,53463285956921,2
kneeling-chair-kcm1420,9847222403385,REORDER,REORDERED,53463286513977,2
amigo-mesh-chair-otg10900blk,9766192775481,REORDER,REORDERED,53463286743353,2
stacking-chair-duet-glb6621,9667770679609,REORDER,REORDERED,53463286972729,2
otg-mobile-foot-kit-pack-of-2,9665643315513,REORDER,REORDERED,53463287300409,2
kylie-multi-purpose-stacking-chair-cadet-otg11355c,9782665183545,REORDER,REORDERED,53463287890233,2
minto-low-back-stacking-armchair-mvl2747,9782575333689,REORDER,REORDERED,53463288185145,2
desk-power-grommet,9723863007545,REORDER,REORDERED,53463288709433,2
sphere-power,9723869462841,REORDER,REORDERED,53463289004345,2
power-plant-500222pp90-daisychaining,9842388468025,REORDER,REORDERED,53463289594169,2
fellowes-lotus-dual-monitor-arm-kit-2-display-s-supported27-arm-only-fel8042901,9712537927993,REORDER,REORDERED,53463290282297,2
led-desk-lamp-with-wireless-charger-led,9723830337849,REORDER,REORDERED,53463290544441,2
hardware-for-ceiling-tiles,9832764408121,REORDER,REORDERED,53463291461945,2
anti-fatigue-wellness-mat-36-x-24-5,9103326871865,REORDER,REORDERED,53463291953465,2
