Handle,Product_ID,Image_Position,Shopify_Image_ID,Shopify_CDN_URL,Alt_Text,FAL_Source_URL,Status
marche-guest-chair-copy,9729471086905,4,53463075127609,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/YbE2k6-EB-d5FYUdyNb3E.jpg?v=1777134961,Marche Guest Chair - Detail Close-Up,https://v3b.fal.media/files/b/0a979c0f/YbE2k6-EB-d5FYUdyNb3E.jpg,PUSHED
marche-guest-chair,9729470857529,2,53463075160377,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/i5669eo3L-_pHSDzxJlMS.jpg?v=1777134964,Marche Guest Chair - Office Setting,https://v3b.fal.media/files/b/0a979c0f/i5669eo3L-_pHSDzxJlMS.jpg,PUSHED
marche-guest-chair,9729470857529,3,53463075193145,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/it5xZ0jhAFZywM45imjDB.jpg?v=1777134966,Marche Guest Chair - Workspace View,https://v3b.fal.media/files/b/0a979c0f/it5xZ0jhAFZywM45imjDB.jpg,PUSHED
marche-guest-chair,9729470857529,4,53463075324217,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/dimhjRc4-pr1bd9KngHn.jpg?v=1777134969,Marche Guest Chair - Detail Close-Up,https://v3b.fal.media/files/b/0a979c0f/_dimhjRc4-pr1bd9KngHn.jpg,PUSHED
pedestal-file-file-with-or-without-wheels,9727990038841,2,53463075389753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/skmu--kw6pEI0t4nfESmD.jpg?v=1777134972,Pedestal - File/File (With or without wheels) - Office Setting,https://v3b.fal.media/files/b/0a979c10/skmu--kw6pEI0t4nfESmD.jpg,PUSHED
pedestal-file-file-with-or-without-wheels,9727990038841,3,53463075455289,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/v46SKKWafpfCUQ-BzPRP.jpg?v=1777134974,Pedestal - File/File (With or without wheels) - Workspace View,https://v3b.fal.media/files/b/0a979c10/_v46SKKWafpfCUQ-BzPRP.jpg,PUSHED
pedestal-file-file-with-or-without-wheels,9727990038841,4,53463075520825,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/KeF9-E0Pi_eTgfTxEXu7S.jpg?v=1777134976,Pedestal - File/File (With or without wheels) - Detail Close-Up,https://v3b.fal.media/files/b/0a979c10/KeF9-E0Pi_eTgfTxEXu7S.jpg,PUSHED
4-drawer-legal-width-vertical-file,9727970705721,2,53463075619129,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/LGzbh0ySr_9mr48PM4RAP.jpg?v=1777134979,4 Drawer Legal Width Vertical File - Office Setting,https://v3b.fal.media/files/b/0a979c10/LGzbh0ySr_9mr48PM4RAP.jpg,PUSHED
4-drawer-legal-width-vertical-file,9727970705721,3,53463075651897,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Lg-dx8tCFpjHZzKzahVXj.jpg?v=1777134982,4 Drawer Legal Width Vertical File - Workspace View,https://v3b.fal.media/files/b/0a979c10/Lg-dx8tCFpjHZzKzahVXj.jpg,PUSHED
4-drawer-legal-width-vertical-file,9727970705721,4,53463075684665,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/YLBir2yiUxJLSt5Dmf9B.jpg?v=1777134984,4 Drawer Legal Width Vertical File - Detail Close-Up,https://v3b.fal.media/files/b/0a979c10/YLBir2yiUxJLSt5Dmf9B_.jpg,PUSHED
4-drawer-letter-width-vertical-file,9727969984825,2,53463075782969,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/32RLd81_clJXgCd8bm9va.jpg?v=1777134987,4 Drawer Letter Width Vertical File - Office Setting,https://v3b.fal.media/files/b/0a979c11/32RLd81_clJXgCd8bm9va.jpg,PUSHED
4-drawer-letter-width-vertical-file,9727969984825,3,53463075815737,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/rxI2liEnONmECTHQ1upC1.jpg?v=1777134989,4 Drawer Letter Width Vertical File - Workspace View,https://v3b.fal.media/files/b/0a979c11/rxI2liEnONmECTHQ1upC1.jpg,PUSHED
4-drawer-letter-width-vertical-file,9727969984825,4,53463075848505,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/qHrUxIqfx6NzAzl56xSKl.jpg?v=1777134992,4 Drawer Letter Width Vertical File - Detail Close-Up,https://v3b.fal.media/files/b/0a979c11/qHrUxIqfx6NzAzl56xSKl.jpg,PUSHED
2-drawer-legal-width-vertical-file,9727968149817,2,53463075946809,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/WqDII8bFuFfUmXusXHa7M.jpg?v=1777134995,2 Drawer Legal Width Vertical File - Office Setting,https://v3b.fal.media/files/b/0a979c11/WqDII8bFuFfUmXusXHa7M.jpg,PUSHED
2-drawer-legal-width-vertical-file,9727968149817,3,53463075979577,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/AgbEr9VecSUmkSf_Id_ko.jpg?v=1777134997,2 Drawer Legal Width Vertical File - Workspace View,https://v3b.fal.media/files/b/0a979c11/AgbEr9VecSUmkSf_Id_ko.jpg,PUSHED
2-drawer-legal-width-vertical-file,9727968149817,4,53463076012345,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/UytR050QFfkVzkaF_Dpsy.jpg?v=1777135000,2 Drawer Legal Width Vertical File - Detail Close-Up,https://v3b.fal.media/files/b/0a979c12/UytR050QFfkVzkaF_Dpsy.jpg,PUSHED
vertical-file-2-drawer-letter,9727967494457,2,53463076110649,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/pv5gSatpdtztVvXdEmXK4.jpg?v=1777135003,Vertical File 2 Drawer Letter - Office Setting,https://v3b.fal.media/files/b/0a979c12/pv5gSatpdtztVvXdEmXK4.jpg,PUSHED
vertical-file-2-drawer-letter,9727967494457,3,53463076143417,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/tPZ7rim9YFN3-dSoRmGnv.jpg?v=1777135005,Vertical File 2 Drawer Letter - Workspace View,https://v3b.fal.media/files/b/0a979c12/tPZ7rim9YFN3-dSoRmGnv.jpg,PUSHED
vertical-file-2-drawer-letter,9727967494457,4,53463076208953,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/5X3MH11rigAYQ5m0h48TX.jpg?v=1777135007,Vertical File 2 Drawer Letter - Detail Close-Up,https://v3b.fal.media/files/b/0a979c12/5X3MH11rigAYQ5m0h48TX.jpg,PUSHED
executive-suites-height-adjustable-desk,9726800527673,2,53463076307257,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Jg0zOWKJtrOSCCjQ4XYCE.jpg?v=1777135010,Executive Suites Height Adjustable Desk - Office Setting,https://v3b.fal.media/files/b/0a979c12/Jg0zOWKJtrOSCCjQ4XYCE.jpg,PUSHED
executive-suites-height-adjustable-desk,9726800527673,3,53463076340025,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/CX3zPpQKpnzUkzZTKtHns.jpg?v=1777135013,Executive Suites Height Adjustable Desk - Workspace View,https://v3b.fal.media/files/b/0a979c13/CX3zPpQKpnzUkzZTKtHns.jpg,PUSHED
executive-suites-height-adjustable-desk,9726800527673,4,53463076372793,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/9CmPO-1_9UYb1gsw_STp.jpg?v=1777135015,Executive Suites Height Adjustable Desk - Detail Close-Up,https://v3b.fal.media/files/b/0a979c13/_9CmPO-1_9UYb1gsw_STp.jpg,PUSHED
management-u-shaped-suite-with-3-stage-height-adjustable-table,9726681907513,2,53463076438329,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BNJCjwC0fkGVECZgn83iJ.jpg?v=1777135018,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Office Setting",https://v3b.fal.media/files/b/0a979c13/BNJCjwC0fkGVECZgn83iJ.jpg,PUSHED
management-u-shaped-suite-with-3-stage-height-adjustable-table,9726681907513,3,53463076536633,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/lhfH73WGO_yQMMhgj2_nb.jpg?v=1777135020,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Workspace View",https://v3b.fal.media/files/b/0a979c13/lhfH73WGO_yQMMhgj2_nb.jpg,PUSHED
management-u-shaped-suite-with-3-stage-height-adjustable-table,9726681907513,4,53463076569401,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/yPPOH79itDE-FnHAvJta6.jpg?v=1777135023,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Detail Close-Up",https://v3b.fal.media/files/b/0a979c13/yPPOH79itDE-FnHAvJta6.jpg,PUSHED
l-shaped-desk-with-single-pedestal-60w-x-72d,9726671814969,2,53463076602169,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/UoCeDhrnE5VnQVZJcCgGQ.jpg?v=1777135026,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Office Setting",https://v3b.fal.media/files/b/0a979c14/UoCeDhrnE5VnQVZJcCgGQ.jpg,PUSHED
l-shaped-desk-with-single-pedestal-60w-x-72d,9726671814969,3,53463076798777,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/B8Luz0a6WK8fpj5bHH7hS.jpg?v=1777135029,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Workspace View",https://v3b.fal.media/files/b/0a979c14/B8Luz0a6WK8fpj5bHH7hS.jpg,PUSHED
l-shaped-desk-with-single-pedestal-60w-x-72d,9726671814969,4,53463076831545,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/w6adyScg-7Qm_LMb8EV_k.jpg?v=1777135031,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c14/w6adyScg-7Qm_LMb8EV_k.jpg,PUSHED
l-shaped-desk-with-double-pedestals-72w-x-78d,9726668308793,2,53463076864313,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/O6DygsyNCGY8VDm-gmSc4.jpg?v=1777135034,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Office Setting",https://v3b.fal.media/files/b/0a979c14/O6DygsyNCGY8VDm-gmSc4.jpg,PUSHED
l-shaped-desk-with-double-pedestals-72w-x-78d,9726668308793,3,53463076962617,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Qr2xXeGZPPYrMVnkuora9.jpg?v=1777135036,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Workspace View",https://v3b.fal.media/files/b/0a979c14/Qr2xXeGZPPYrMVnkuora9.jpg,PUSHED
l-shaped-desk-with-double-pedestals-72w-x-78d,9726668308793,4,53463076995385,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/YSDR3DJVIMHOopfPD8quQ.jpg?v=1777135038,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c14/YSDR3DJVIMHOopfPD8quQ.jpg,PUSHED
u-shaped-desk-72w-x-96d,9726665031993,2,53463077028153,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/xoGEu3H7CnyuDtSG-S6mX.jpg?v=1777135041,"""U"" Shaped Desk - 72""W x 96""D - Office Setting",https://v3b.fal.media/files/b/0a979c15/xoGEu3H7CnyuDtSG-S6mX.jpg,PUSHED
u-shaped-desk-72w-x-96d,9726665031993,3,53463077126457,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/dO6RX8x-xTtWybWGLSQHJ.jpg?v=1777135044,"""U"" Shaped Desk - 72""W x 96""D - Workspace View",https://v3b.fal.media/files/b/0a979c15/dO6RX8x-xTtWybWGLSQHJ.jpg,PUSHED
u-shaped-desk-72w-x-96d,9726665031993,4,53463077159225,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/0x8MlfKYC_Lu0y3n3NbrU.jpg?v=1777135046,"""U"" Shaped Desk - 72""W x 96""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c15/0x8MlfKYC_Lu0y3n3NbrU.jpg,PUSHED
single-pedestal-desk-60w-x-30d,9726655791417,2,53463077191993,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/NQmH_O36_LadrzLBEt2nc.jpg?v=1777135049,"Single Pedestal Desk - 60""W x 30""D - Office Setting",https://v3b.fal.media/files/b/0a979c15/NQmH_O36_LadrzLBEt2nc.jpg,PUSHED
single-pedestal-desk-60w-x-30d,9726655791417,3,53463077323065,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ytFupep4eHwGc0_6eKNWw.jpg?v=1777135052,"Single Pedestal Desk - 60""W x 30""D - Workspace View",https://v3b.fal.media/files/b/0a979c15/ytFupep4eHwGc0_6eKNWw.jpg,PUSHED
single-pedestal-desk-60w-x-30d,9726655791417,4,53463077421369,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/f71okFdwb-iHa_k4p-4Q.jpg?v=1777135054,"Single Pedestal Desk - 60""W x 30""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c16/-f71okFdwb-iHa_k4p-4Q.jpg,PUSHED
management-u-shaped-suite-72w-x-102d,9726650548537,2,53463077519673,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/qxhm4-KhcB7l9mTXGxlHj.jpg?v=1777135057,"Management ""U"" Shaped Suite - 72""W x 102""D - Office Setting",https://v3b.fal.media/files/b/0a979c16/qxhm4-KhcB7l9mTXGxlHj.jpg,PUSHED
management-u-shaped-suite-72w-x-102d,9726650548537,3,53463077552441,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Su_7oADAMH9nWAr-i9yZU.jpg?v=1777135059,"Management ""U"" Shaped Suite - 72""W x 102""D - Workspace View",https://v3b.fal.media/files/b/0a979c16/Su_7oADAMH9nWAr-i9yZU.jpg,PUSHED
management-u-shaped-suite-72w-x-102d,9726650548537,4,53463077650745,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/El_3pXu5oaK0JLy6mPSVP.jpg?v=1777135061,"Management ""U"" Shaped Suite - 72""W x 102""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c16/El_3pXu5oaK0JLy6mPSVP.jpg,PUSHED
u-shaped-suite-with-rectangular-island,9726648353081,2,53463077683513,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/E6Gxv4Z-cYWIjswczeUIx.jpg?v=1777135065,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Office Setting",https://v3b.fal.media/files/b/0a979c16/E6Gxv4Z-cYWIjswczeUIx.jpg,PUSHED
u-shaped-suite-with-rectangular-island,9726648353081,3,53463077716281,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/u_fPb5PT1CiPWy2on4Pnn.jpg?v=1777135067,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Workspace View",https://v3b.fal.media/files/b/0a979c17/u_fPb5PT1CiPWy2on4Pnn.jpg,PUSHED
u-shaped-suite-with-rectangular-island,9726648353081,4,53463077814585,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/5NmM1SHwBpBVQBAMzyt5.jpg?v=1777135069,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Detail Close-Up",https://v3b.fal.media/files/b/0a979c17/_5NmM1SHwBpBVQBAMzyt5.jpg,PUSHED
u-shaped-suite-with-table-desk-72w-x-96d,9726645797177,2,53463078043961,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/s2VpcVvaRG56ZegyYMoR6.jpg?v=1777135073,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Office Setting",https://v3b.fal.media/files/b/0a979c17/s2VpcVvaRG56ZegyYMoR6.jpg,PUSHED
u-shaped-suite-with-table-desk-72w-x-96d,9726645797177,3,53463078076729,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/7DNdIqSjTYjE0XPWKznkC.jpg?v=1777135075,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Workspace View",https://v3b.fal.media/files/b/0a979c17/7DNdIqSjTYjE0XPWKznkC.jpg,PUSHED
u-shaped-suite-with-table-desk-72w-x-96d,9726645797177,4,53463078306105,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/pxZRmsCmxF4KqTt4C2XKN.jpg?v=1777135077,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c17/pxZRmsCmxF4KqTt4C2XKN.jpg,PUSHED
workway-planters,9724679127353,2,53463078404409,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ZJuF8msuZJgzwXEAV8LA.jpg?v=1777135080,WORKWAY Planters - Office Setting,https://v3b.fal.media/files/b/0a979c17/ZJuF8msuZJgzwXEAV8LA-.jpg,PUSHED
workway-planters,9724679127353,3,53463078437177,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/9r3u9zG1w-QrfmQTOGc5o.jpg?v=1777135082,WORKWAY Planters - Workspace View,https://v3b.fal.media/files/b/0a979c18/9r3u9zG1w-QrfmQTOGc5o.jpg,PUSHED
workway-planters,9724679127353,4,53463078535481,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/IxvGzwAyQ9p89WornbEsj.jpg?v=1777135085,WORKWAY Planters - Detail Close-Up,https://v3b.fal.media/files/b/0a979c18/IxvGzwAyQ9p89WornbEsj.jpg,PUSHED
taper-leg-table,9724674277689,2,53463078732089,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/XUl1x1eoSH4OsrFlXlFa8.jpg?v=1777135088,Taper Leg Table - Office Setting,https://v3b.fal.media/files/b/0a979c18/XUl1x1eoSH4OsrFlXlFa8.jpg,PUSHED
taper-leg-table,9724674277689,3,53463078797625,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/2vs152JMK0RdvnHGtUoO4.jpg?v=1777135090,Taper Leg Table - Workspace View,https://v3b.fal.media/files/b/0a979c18/2vs152JMK0RdvnHGtUoO4.jpg,PUSHED
taper-leg-table,9724674277689,4,53463078830393,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/GLC7VkXGczg3wcVyBu5Yf.jpg?v=1777135093,Taper Leg Table - Detail Close-Up,https://v3b.fal.media/files/b/0a979c18/GLC7VkXGczg3wcVyBu5Yf.jpg,PUSHED
loop-leg-table,9724647440697,2,53463078928697,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/OLEDATKpHwjE5catjivZo.jpg?v=1777135096,LOOP Leg Table - Office Setting,https://v3b.fal.media/files/b/0a979c19/OLEDATKpHwjE5catjivZo.jpg,PUSHED
loop-leg-table,9724647440697,3,53463078961465,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BiCAb64QJYQwT2T2fu0po.jpg?v=1777135098,LOOP Leg Table - Workspace View,https://v3b.fal.media/files/b/0a979c19/BiCAb64QJYQwT2T2fu0po.jpg,PUSHED
loop-leg-table,9724647440697,4,53463079190841,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/OG2--CzRU4PknoKIuU8ra.jpg?v=1777135100,LOOP Leg Table - Detail Close-Up,https://v3b.fal.media/files/b/0a979c19/OG2--CzRU4PknoKIuU8ra.jpg,PUSHED
led-desk-lamp-with-usb-and-night-light,9723832435001,2,53463079289145,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/djNoUTaiOQ6wXuUXtLqxc.jpg?v=1777135103,LED Desk Lamp with USB and Night Light - Office Setting,https://v3b.fal.media/files/b/0a979c19/djNoUTaiOQ6wXuUXtLqxc.jpg,PUSHED
led-desk-lamp-with-usb-and-night-light,9723832435001,3,53463079321913,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/QFtPgS7xuJkEg2RDtMB7z.jpg?v=1777135106,LED Desk Lamp with USB and Night Light - Workspace View,https://v3b.fal.media/files/b/0a979c19/QFtPgS7xuJkEg2RDtMB7z.jpg,PUSHED
led-desk-lamp-with-usb-and-night-light,9723832435001,4,53463079354681,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/CCSpjRcku5_CEkZXuRiIG.jpg?v=1777135108,LED Desk Lamp with USB and Night Light - Detail Close-Up,https://v3b.fal.media/files/b/0a979c19/CCSpjRcku5_CEkZXuRiIG.jpg,PUSHED
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,9723829223737,2,53463079387449,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/GVi9RmMDKcZ9i9mn4mvpG.jpg?v=1777135111,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Office Setting",https://v3b.fal.media/files/b/0a979c1a/GVi9RmMDKcZ9i9mn4mvpG.jpg,PUSHED
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,9723829223737,3,53463079485753,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/8GMyDzpdco2WLthygjIs3.jpg?v=1777135113,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Workspace View",https://v3b.fal.media/files/b/0a979c1a/8GMyDzpdco2WLthygjIs3.jpg,PUSHED
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,9723829223737,4,53463079518521,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/pMsUpqZKV5Ch1p9L2ObPG.jpg?v=1777135116,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Detail Close-Up",https://v3b.fal.media/files/b/0a979c1a/pMsUpqZKV5Ch1p9L2ObPG.jpg,PUSHED
storage-right-ff-sc-left-wardrobe,9722809811257,2,53463079977273,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/LS8Ew4oDCjcZ_HKebpIPt.jpg?v=1777135119,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Office Setting,https://v3b.fal.media/files/b/0a979c1a/LS8Ew4oDCjcZ_HKebpIPt.jpg,PUSHED
storage-right-ff-sc-left-wardrobe,9722809811257,3,53463080075577,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/JYS31FB_yN_BCGAqZXUuD.jpg?v=1777135122,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Workspace View,https://v3b.fal.media/files/b/0a979c1a/JYS31FB_yN_BCGAqZXUuD.jpg,PUSHED
storage-right-ff-sc-left-wardrobe,9722809811257,4,53463080141113,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/5qBsjuXRcCsXU9weHq5Xm.jpg?v=1777135124,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Detail Close-Up,https://v3b.fal.media/files/b/0a979c1b/5qBsjuXRcCsXU9weHq5Xm.jpg,PUSHED
storage-wardrobe-unit,9722804863289,2,53463080173881,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/VSMreUbcoC7X5eszTHtmE.jpg?v=1777135127,Storage Wardrobe Unit - Office Setting,https://v3b.fal.media/files/b/0a979c1b/VSMreUbcoC7X5eszTHtmE.jpg,PUSHED
storage-wardrobe-unit,9722804863289,3,53463080272185,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/Z1rHvy-ysKnqHMFEFUUAz.jpg?v=1777135129,Storage Wardrobe Unit - Workspace View,https://v3b.fal.media/files/b/0a979c1b/Z1rHvy-ysKnqHMFEFUUAz.jpg,PUSHED
storage-wardrobe-unit,9722804863289,4,53463080567097,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ZtOWR5D7niQg6KVALPSfy.jpg?v=1777135132,Storage Wardrobe Unit - Detail Close-Up,https://v3b.fal.media/files/b/0a979c1b/ZtOWR5D7niQg6KVALPSfy.jpg,PUSHED
wardrobe-with-lock,9722802536761,2,53463080599865,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/RmxVzkUIHk-x11P6QMSFn.jpg?v=1777135135,Wardrobe with Lock - Office Setting,https://v3b.fal.media/files/b/0a979c1b/RmxVzkUIHk-x11P6QMSFn.jpg,PUSHED
wardrobe-with-lock,9722802536761,3,53463080665401,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/U1DC8cubVOTtLEXxpSzjE.jpg?v=1777135137,Wardrobe with Lock - Workspace View,https://v3b.fal.media/files/b/0a979c1c/U1DC8cubVOTtLEXxpSzjE.jpg,PUSHED
wardrobe-with-lock,9722802536761,4,53463080763705,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/03cXS-HP_wJFc2EoMY5c3.jpg?v=1777135139,Wardrobe with Lock - Detail Close-Up,https://v3b.fal.media/files/b/0a979c1c/03cXS-HP_wJFc2EoMY5c3.jpg,PUSHED
credenza-sliding-doors,9722789822777,2,53463080796473,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/BmxSr9HOTQiQP5YkdVdiZ.jpg?v=1777135142,Credenza Sliding Doors - Office Setting,https://v3b.fal.media/files/b/0a979c1c/BmxSr9HOTQiQP5YkdVdiZ.jpg,PUSHED
credenza-sliding-doors,9722789822777,3,53463080960313,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/FgD30o4_-pj2YX_N8yXCo.jpg?v=1777135145,Credenza Sliding Doors - Workspace View,https://v3b.fal.media/files/b/0a979c1c/FgD30o4_-pj2YX_N8yXCo.jpg,PUSHED
credenza-sliding-doors,9722789822777,4,53463081058617,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/6yBlYjSIvoCRQ3Lgcl482.jpg?v=1777135147,Credenza Sliding Doors - Detail Close-Up,https://v3b.fal.media/files/b/0a979c1c/6yBlYjSIvoCRQ3Lgcl482.jpg,PUSHED
storage-cabinet-credenza-72w-x-24d,9722772357433,2,53463081124153,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/T5izY870Z9ViKwhS5phBH.jpg?v=1777135150,"Storage Cabinet Credenza, 72""W x 24""D - Office Setting",https://v3b.fal.media/files/b/0a979c1c/T5izY870Z9ViKwhS5phBH.jpg,PUSHED
storage-cabinet-credenza-72w-x-24d,9722772357433,3,53463081156921,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/mRRwvcwOfoooWm1wt45ZF.jpg?v=1777135152,"Storage Cabinet Credenza, 72""W x 24""D - Workspace View",https://v3b.fal.media/files/b/0a979c1d/mRRwvcwOfoooWm1wt45ZF.jpg,PUSHED
storage-cabinet-credenza-72w-x-24d,9722772357433,4,53463081255225,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/l1ImdGTDcaIlnc8UA9Ymi.jpg?v=1777135154,"Storage Cabinet Credenza, 72""W x 24""D - Detail Close-Up",https://v3b.fal.media/files/b/0a979c1d/l1ImdGTDcaIlnc8UA9Ymi.jpg,PUSHED
u-shape-d-top-workstation,9720842944825,2,53463081287993,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/nLJMW3SpGgb8mzNWGDhQs.jpg?v=1777135157,U-Shape D-Top Workstation - Office Setting,https://v3b.fal.media/files/b/0a979c1d/nLJMW3SpGgb8mzNWGDhQs.jpg,PUSHED
u-shape-d-top-workstation,9720842944825,3,53463081353529,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/68hov_Uy-ypcclSGc9t4m.jpg?v=1777135160,U-Shape D-Top Workstation - Workspace View,https://v3b.fal.media/files/b/0a979c1d/68hov_Uy-ypcclSGc9t4m.jpg,PUSHED
u-shape-d-top-workstation,9720842944825,4,53463081746745,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/ivBEh4iw9-qO2VQlkDcPV.jpg?v=1777135162,U-Shape D-Top Workstation - Detail Close-Up,https://v3b.fal.media/files/b/0a979c1e/ivBEh4iw9-qO2VQlkDcPV.jpg,PUSHED
roma-1900-nesting-chair,9719788732729,2,53463081845049,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/kQszg-tOoHSaOBME9l1Ov.jpg?v=1777135165,Roma 1900 Nesting Chair - Office Setting,https://v3b.fal.media/files/b/0a979c1e/kQszg-tOoHSaOBME9l1Ov.jpg,PUSHED
roma-1900-nesting-chair,9719788732729,3,53463081877817,https://cdn.shopify.com/s/files/1/0859/0413/0361/files/4Gqey2tjkreGepo0E9Tc.jpg?v=1777135168,Roma 1900 Nesting Chair - Workspace View,https://v3b.fal.media/files/b/0a979c1e/4Gqey2tjkreGepo0E9Tc_.jpg,PUSHED
