handle,title,industry_tag,matched_rule,admin_url,notes
foundations-next-gen-serenity-compact-crib,Foundations Next Gen Serenity Compact Crib,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9685414871353,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
foundations-sport-splash-3-seat-strollers,Foundations Sport Splash 3-Seat Strollers,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9685444297017,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9685440528697,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
installation-1,Installation,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/10179884155193,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
installation1000,Installation1000,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9746802016569,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
installation475,Installation475,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9746789433657,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
please-select-a-finish-1,Please Select a Finish,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9893783208249,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
please-select-a-finish,Please select a Finish,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9769384116537,"SERVICE SKU — not a real product, consider unpublishing or leave untagged"
sidero-1,SIDERO,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9685618884921,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-081,Shoptech 081,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754663682361,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-082,Shoptech 082,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754654933305,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-097-pc1000,Shoptech 097–PC1000,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754633077049,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-099rx,Shoptech 099RX,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754651525433,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-2300-pc775,Shoptech 2300–PC775,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754652115257,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-2302-pc775,Shoptech 2302–PC775,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754653262137,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-2410,Shoptech 2410,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754654245177,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
shoptech-2500-pc550,Shoptech 2500–PC550,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9754656440633,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
sonoma,Sonoma,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9683498795321,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-ac-executive,"Teknion ""AC Executive""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9748326187321,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-byward,"Teknion ""Byward""",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9748322746681,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-chronicle,Teknion Chronicle,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9748319306041,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-expansion,Teknion Expansion,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9748321435961,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-glass-walls,Teknion Glass Walls,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9667845456185,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
teknion-zones,Teknion Zones,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9682842616121,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
the-corby-collection,The Corby Collection,,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9747771719993,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
untethered-go-further-go-anywhere-by-teknion,"Untethered: go further, go anywhere by: Teknion",,SKIPPED — no type_tag (service SKU or edge case),https://admin.shopify.com/store/office-central/products/9702146867513,"NEEDS MANUAL TYPE — in ""Other"" bucket and no keyword match"
