product_id,product_handle,current_title,current_vendor,current_body_first_200,detected_manufacturer,confidence,evidence_summary,recommended_vendor_correction,sub_brand_detected,decision,product_type,sku_sample,sku_prefix,ambiguous_prefix
9114394001721,end-table-29-x-29-x-16,"End table — 29"" x 29"" x 16""",Brant Business Interiors,"Category Reception Area & Accent Tables Manufacturer Global Upholstery Co., Inc Manufacturer Ref ML2929CT ACJ AA Brand Offices To Go Item Code : GLBML2929CTACJ Keep your space tidy and organized with ",Global Furniture Group,HIGH,"[HIGH] direct_name_match:'Manufacturer=Global Upholstery Co., Inc' in body->Global Furniture Group; [HIGH] direct_name_match:'Brand=Offices To Go' in body->Global Furniture Group; [HIGH] model_code:'SKU prefix GLBML' in sku->Global Furniture Group; [HIGH] direct_name_match:'Global Upholstery' in body->Global Furniture Group; [MEDIUM] sub_brand:'Offices To Go' in body->Global Furniture Group",Global Furniture Group,Offices To Go,APPROVE,,GLBML2929CTACJ,GLBML,
9356367954233,polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-demo,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46"" demo",Brant Business Interiors,"Category Carpet Chair Mats Manufacturer Deflecto, LLC Manufacturer Ref CM21442FPC Brand deflecto Item Code: DEFCM21442FPC Transparent chairmat offers exceptional clarity and is extremely durable and r",deflecto,HIGH,"[HIGH] direct_name_match:'Manufacturer=Deflecto, LLC' in body->deflecto; [HIGH] direct_name_match:'Brand=deflecto' in body->deflecto",deflecto,,APPROVE,,,,
9451061805369,metal-folding-chair,Metal Folding Chair,Brant Business Interiors,Product Details Priced per 4 chairs This durable folding chair comes in a tan finish with a metal frame and padded vinyl back and seat. Features: Colour: Tan Vinyl padded seat and back Durable metal f,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-FF23324V,OSP,
9455162884409,desk-double-pedestal,Desk double pedestal,Brant Business Interiors,Box/box/file and file/file pedestal positions are reversible,NONE,UNKNOWN,no manufacturer signal; sku_prefix=NLP,NONE,,,,NLP109,NLP,NLP
9455233368377,desk-l-shape-with-drawers,Desk l-shape with drawers,Brant Business Interiors,"NEWLAND | ""L"" SHAPED DESK WITH PEDESTAL - 66""W X 66""D Newland - simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From privat",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9455249195321,table-desk-13-colour-options,Table desk 13 colour options — 13 colour,Brant Business Interiors,"""L"" SHAPED DESK - 72""W X 72""D Simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private offices, open plan, meeting and ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=NLP,NONE,,,,NLP224 WCR,NLP,NLP
9462257615161,the-foster-recliner,The Foster Recliner,Brant Business Interiors,"The Foster Patient Recliner offers features that speak to the emphasis placed on the patient experience, such as, sloped arms, rounded arm caps for ingress and egress optimization, passive built-in lu",Allseating,HIGH,[HIGH] model_code:'SKU prefix ALLSE' in sku->Allseating,Allseating,,APPROVE,Recliners,Allseating F7115-GR-RL-PS-DC-KD-AS-F-OKELP-F-OKELP,ALLSEATING,
9469546103097,management-l-shaped-suite-66w-x-72d,"Management ""l"" shaped suite - 66""w x 72""d — 72""",Brant Business Interiors,"MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D Newland - simple and modular components combining classic design, quality and value to support a wide range of workspace applications. From private offices, o",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB NLP234,GLB,
9469554262329,indoor-planter,Indoor planter,Brant Business Interiors,Bring the outdoors in Bring the outdoors in to establish and maintain a positive connection with nature in the office! The Viro modular plant wall provides necessary privacy while improving the air qu,NONE,UNKNOWN,no manufacturer signal; sku_prefix=WS,NONE,,,,WS48-PLANTER/B,WS,WS
9499674050873,u-shape-height-adjust-desk,U-shape height adjust desk,Brant Business Interiors,"A U-shape workstation that moves with the work — sit, stand, and spread out in a configuration built for full-day output. The Innovations U-Shape Height Adjust Desk gives private-office and executive ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=INNO,NONE,,,,INNO-LAYOUT 67,INNO,INNO
9664277971257,high-back-tilter-with-arms,High back tilter with arms,Brant Business Interiors,Upholstery Options: Luxhide: Available in various colors,NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9664282657081,altona-high-back-leather-tilter,Altona | high back leather tilter,Brant Business Interiors,"Altona | High Back Leather Tilter Altona is the go-to choice for management and conference rooms. It's the perfect blend of style, functionality and value with special detailing to ensure comfort and ",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix OTG' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,OTG11616B,OTG,
9664286523705,tl-high-back-multi-tilter,Tl | high back multi-tilter,Brant Business Interiors,infinite position tilt lock tilt tension adjustment independent back and seat angle adjustment side activated sliding seat depth adjustment height adjustable lumbar support pneumatic seat height adjus,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix MVL' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,MVL6070HA,MVL,
9665393262905,height-adjustable-l-shape-71x71,"Height adjustable l-shape — 71""x71""",Brant Business Interiors,Includes INV-362472ECM Non-Handed Extended Corner Module INV-2436TOP 36” Rectangular Top ATH-E1-3LEG Athena 3 Leg Base INV-MP1-1566PLX Plexiglass Hanging Modesty Panel 100-MMPF Metal Mobile Pedestal -,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-HT-ADJ-LAYOUT #7,HDL,HDL
9665415807289,dual-sided-height-adjustable-table,Dual sided height adjustable table,Brant Business Interiors,"STANDARD FEATURES • Super quiet, dual synchronized motor; less than 48db noise • Anti-collision protection • Optional upgraded controller displaying exact height with 4 preset height settings • Black ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=WS,NONE,,,,WS48 AGE2DSD126/#_F INV2448TOP,WS,WS
9665634435385,ionic-feet-1-pair,Ionic feet (1 pair),Brant Business Interiors,OTG | Flat Foot Kit - Pack of 2 Sold in pairs Use to create a freestanding divider These feet are only for IONIC Panels,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group; [MEDIUM] sub_brand:'OTG' in body->Global Furniture Group,Global Furniture Group,OTG,APPROVE,,GLO-MLDFFKP,GLO,
9665676181817,clamp-on-power-bar-and-usb-charging-station,Clamp-on power bar and USB charging station,Brant Business Interiors,"Combine your charging station and power bar to optimize your office space. This ergonomic and easy-to-install power bar is equipped with three 120 V outlets, one USB-A outlet, one USB-C outlet with pl",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC-23213030,RIC,RIC
9665682669881,charging-station-with-a-clamp,Charging station with a clamp,Brant Business Interiors,This triple outlet power strip with a clamp and a USB port organizes your workspace. It is simple to install.,NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC-OME0023A1U1C90,RIC,RIC
9665685782841,vesta-power-tower,Vesta power tower,Brant Business Interiors,"Portable Power Tower, 3 Power Outlets, 2 USB-A & 1 USB-C Charging Ports (PPVST3WF)",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-PPVST3WF,GLO,
9666375647545,bar-height-table,Bar height table,Brant Business Interiors,"Bar Height Table Metal Base available in Square or Round Base available in 3 colours: Black, Silver & White 8 Colours Base Height: 41"" Top Thickness 1""=42"" High Chairs not included The round base incl",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,900-SQU20BARSIL-INVSQ24,,(no-sku)
9666387116345,danio-armless-height-adjustable-task-stool,Danio | armless height adjustable task stool,Brant Business Interiors,MVL2723 Danio | Armless Height Adjustable Task Stool Task mechanism Seat depth adjustment Hinged back with scuff resistant outer shroud Height adjustable back Thick foam and decorative stitch details ,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix MVL' in sku->Global Furniture Group; [HIGH] model_code:'MVL2723 (MVL Ibex line)' in sku->Global Furniture Group; [HIGH] model_code:'MVL2723 (MVL Ibex line)' in body->Global Furniture Group,Global Furniture Group,,APPROVE,,MVL2723,MVL,
9666387476793,yoho-armless-drafting-task-chair-stool,Yoho | armless drafting task chair stool,Brant Business Interiors,Yoho | Armless Drafting Task Chair Task mechanism Seat depth adjustment Comfortable compound curved back Dual wheel carpet casters Height adjustable chromed footrest Pneumatic seat height adjustment O,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group; [HIGH] model_code:'MVL2796 (MVL Ibex line)' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-MVL2796,GLO,
9666433220921,dual-monitor-arm,Dual monitor arm,Brant Business Interiors,"Fellowes Platinum Mounting Arm for Monitor - Silver - 2 Display(s) Supported 27"" Screen Support - 18.14 kg Load Capacity In Stock Category Monitor Arms Manufacturer Fellowes, Inc. Increase valuable de",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9666433515833,triple-monitor-arm,Triple monitor arm,Brant Business Interiors,"Fellowes Platinum Series Triple Monitor Arm - 3 Display(s) Supported90"" Screen Support - 27.22 kg Load Capacity - 1 Each Increase valuable desk space and easily adjust your monitor to reduce eye, neck",Fellowes,HIGH,[HIGH] model_code:'SKU prefix FEL' in sku->Fellowes,Fellowes,,APPROVE,,FEL8042601,FEL,
9666433876281,keyboard-tray-multi-position,Keyboard tray multi position,Brant Business Interiors,Features Legato Arm Mechanism lift n’ lock TM “leverless” height adjustment 8.88” height adjustment range of 2.38” above and 6.5” below worksurface innovative dial tilt makes angle adjustment quick an,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HZN,NONE,,,,HZN-JV01,HZN,HZN
9666434138425,keyboard-tray-multi-adjustable,Keyboard tray multi adjustable,Brant Business Interiors,Features Legato Arm Mechanism lift n’ lockTM “leverless” height adjustment 8.88” height adjustment range of 2.38” above and 6.5” below worksurface innovative dial tilt makes angle adjustment quick and,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HZN,NONE,,,,HZN-ECA EB02,HZN,HZN
9666435449145,jax-keyboard-tray,Jax keyboard tray,Brant Business Interiors,"The NEW JAX Sit to Stand is the most innovative keyboard arm in the market. It rises above the desk more than any other to allow typing standing up,and is supplied with a 21.75” fully storable track. ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC5008479C3,RIC,RIC
9666436006201,easy-pull-in-out-keyboard-tray,Easy pull in & out keyboard tray,Brant Business Interiors,"Large 28"" keyboard and mouse surface Low profile platform maximizes knee clearance Wrist rest included for extra comfort",NONE,UNKNOWN,no manufacturer signal; sku_prefix=HZNKL,NONE,,,,HZNKL28SG27,HZNKL,HZNKL
9666746384697,granada-deluxe-high-back-multi-tilter-1170-3-2,Granada deluxe high back multi-tilter (1170-3) — 1170-3,Brant Business Interiors,"Tension Adjustment: Increase or decrease to match body weight. Allows you to rock comfortably, without heavy pushing, reducing muscle fatigue. Chair Tilt Lock: Lock the tilt movement in position(s) to",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB11703,GLB,
9666752053561,echo-3670-3-task-chair,Echo 3670-3 task chair,Brant Business Interiors,"Ergonomic seating solution with adjustable features, allows individual users to customize the fit of the chair for their own body proportions. Standard with back/lumbar height and angle adjustment, se",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB36703,GLB,
9666752708921,echo-medium-back-multi-tilter-3671-3-1,Echo medium back multi-tilter (3671-3) — 3671-3,Brant Business Interiors,"Ergonomic seating solution with adjustable features, allows individual users to customize the fit of the chair for their own body proportions. Standard with back/lumbar height and angle adjustment, se",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-36713,GLB,
9666753855801,loover-high-back-synchro-tilter,Loover high back synchro tilter,Brant Business Interiors,"5 casters provide easy mobility, allowing you to move the chair conveniently Executive Chair offers a perfect blend of comfort and contemporary design 5-star makes chair a durable chair that complemen",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-26618,GLB,
9666754675001,loover-medium-back-synchro-tilter-chair,Loover medium back synchro tilter chair,Brant Business Interiors,"5 casters provide easy mobility, allowing you to move the chair conveniently Executive Chair is Ideal for both professional and casual settings 5-star provides a comfortable seating solution for offic",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB26628,GLB,
9666758738233,six-13-medium-back-multi-tilter,Six 13 | medium back multi-tilter,Brant Business Interiors,OTG11613B Six 13 | Medium Back Multi-Tilter Multi-tilter mechanism Infinite position tilt lock control Tilt tension adjustment Infinite position back angle and seat angle adjustments Height adjustable,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-OTG11613B,GLB,
9666759852345,lumi-high-back-synchro-tilter-chair,Lumi | high back synchro-tilter chair,Brant Business Interiors,"OTG11357 Lumi | High Back Synchro-Tilter Designed to seamlessly blend with any environment, Lumi features an elegant contoured back frame design with a breathable, high transparency mesh. With many er",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-OTG11357,GLO,
9667590029625,arm-chair,Arm Chair,Brant Business Interiors,"Subtle grace and affordable comforts are guaranteed with the Pacific Arm Chair from Avenue Six. This club style chair is designed with a contemporary edge in high performance, easy care vinyl. Equippe",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-PAC51 - R101,OSP,
9667665985849,2-seater-couch,2 Seater Couch,Brant Business Interiors,"Overall Dimensions: 51.5""W x 31""D x 29.5""H Seat: 42""W x 20.5""D Back: 42.25""W x 12""H Seat height: 18"" Vinyl Upholstery Chrome finish legs Foam Cushions Box spring support for durability and comfort",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-PAC52 R107,OSP,
9667675881785,3-seater-sofa,3 Seater Sofa,Brant Business Interiors,"Overall Size: 72.75""W x 31.5""D x 29.5""H Seat Size: 63""W x 20.5""D Back Size: 63""W x 12""H Seat Height: 18"" Vinyl Upholstery Chrome finish legs Foam Cushions Box spring support for durability and comfort",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP PAC53 R107,OSP,
9667777626425,stacking-chair-popcorn-6711,Stacking chair popcorn — 6711,Brant Business Interiors,"Duet is a high-density stacking chair that is easy to connect, quick to stack and simple to store. Frame is made from durable solid steel rod available in chrome only. Polypropylene seat and backs wit",Global Furniture Group,LOW,[LOW] designer:'Zooey Chu' in body->Global Furniture Group,Global Furniture Group,,,,6621,,
9667781034297,stacking-chair-sonic-6508,Stacking chair sonic — 6508,Brant Business Interiors,"Sonic is ideal for meeting rooms, office guest seating, food facilities, lecture halls, and just about anywhere. The series is offered with or without arms, with or without casters, polypropylene, uph",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,6508,,(no-sku)
9667787161913,stacking-chair-sas-10-plus-colours,Stacking chair sas (10 plus colours),Brant Business Interiors,Meet Sas™. Rich grains and gently molded curves invite people to sit and gather for casual conversations. The collection includes side chairs and stools with or without an upholstered seat. A choice o,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO8647,GLO,
9667794239801,guest-chair-6960-moda,Guest chair 6960 moda,Brant Business Interiors,"Introducing Moda™. Fashion is forward in this beautifully executed seating series designed by Sava Cvek. The Polished Aluminum frame can be specified with a mix of leg finishes, including woodgrain te",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO 6960 Cloud,GLO,
9667812786489,bookcase-metal-2-size-options,Bookcase metal 2 size options — 2 size,Brant Business Interiors,Economical and sturdy metal bookcase is available in a range of colours. Three adjustable shelves and one fixed bottom shelf Load capacity per shelf of 85 lbs evenly distributed,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-MVLBC36-5,GLO,
9667825598777,gas-lift-monitor-riser,Gas lift monitor riser,Brant Business Interiors,"Desk riser allows you to go from sitting to standing with ease. Stop at any position from 6-1/4"" x 19-1/2"" when adjusting the height. Desk riser operates with a double gas-spring monitor lift for smoo",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SPR,NONE,,,,SPR-LLR99554,SPR,SPR
9667830776121,lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,Lotus dx sit-stand workstation (dual monitor arm extra),Brant Business Interiors,The Lotus DX takes your workstation to the next level with a built-in charging station with wireless charging stand that makes staying productive effortless Patent-pending Smooth Lift Technology™ keep,Fellowes,HIGH,[HIGH] model_code:'SKU prefix FEL' in sku->Fellowes,Fellowes,,APPROVE,,FEL8080201,FEL,
9667868524857,soft-pods,Soft pods,Brant Business Interiors,The all NEW SOFTPOD Please contact our Furniture Dept for more information. furnorders@officecentral.com,NONE,UNKNOWN,no manufacturer signal; sku_prefix=SOFT,NONE,,,,Soft Pods-1,SOFT,SOFT
9669947326777,reception-unit-72x72,"L shape reception unit 72""x72"" 15B — 72""x72""",Brant Business Interiors,Desk shell is part of the Innovations Laminate Series that combines intelligent design and function with lasting durability The series offers high-quality construction with an abundance of components ,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-Layout # 15,HDL,HDL
9673683566905,end-table-chrome,End table — Chrome,Brant Business Interiors,"FEATURES SPECS WST09 •Modular in design •Durable laminate, scratch resistant surface •Modern chrome frame • Skid-free floor caps • Simple assembly Overall Size: 22” W x 15.75” D x 18.5” H Carton Weigh",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-WST09-WH,OSP,
9673690317113,coffee-table-chrome,Coffee table — Chrome,Brant Business Interiors,"FEATURES SPECS WST12 •Modular in design • Durable laminate, scratch resistant surface • Modern chrome frame • Skid-free floor caps • Simple assembly • FOR INDOOR RESIDENTIAL & COMMERCIAL USE Overall S",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-WST12WH,OSP,
9673698214201,round-table-glass-top-1,Round table glass top,Brant Business Interiors,FEATURES SPECS Nickel Brush/Glass Top (-NB) MG0920R-NB • Round clear glass tempered table top • Metal frame in nickel brush • Ready to assemble Overall Size: 20” W x 20” D x 20” H Carton Weight: 18 lb,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-MG0920R-NB,OSP,
9673700376889,end-table-glass-top,End table glass top,Brant Business Interiors,FEATURES SPECS MG0922S-NB • Square clear glass tempered table top • Metal frame in nickel brush • Ready to assemble Overall Size: 22” W x 22” D x 20” H Carton Weight: 24 lbs,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-MG0922S-NB,OSP,
9674747117881,upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale meeting / boardroom tables 3 sizes, 8 colours — 3 sizes",Brant Business Interiors,"The sturdy all-metal base provides a stable surface for any application. • Whether it’s round 36” tops in a break room or a 192 x 48” racetrack top boardroom table, Upscale will get the job done Easy ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-INV-REC9648-MUP,HDL,HDL
9674761797945,upscale-table-1,Upscale table,Brant Business Interiors,A clean-lined café and breakroom table built to hold up through daily use without taking over the room. The UPSCALE Table combines a sturdy extruded aluminum frame with a refined commercial design tha,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-INV-R36-MUPBLK,HDL,HDL
9676171379001,wind-lounge-seating,Wind lounge seating,Brant Business Interiors,"Classic, contemporary and refined are the words most often used to describe the WindTM lounge seating series. The simple geometry and slim proportions create a relaxed and open atmosphere even when sp",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-3361,GLO,
9676178981177,ml-series-lounge-chair,Ml series lounge chair,Brant Business Interiors,"ML™ is a contemporary interpretation of classic minimalist style and well suited to reception areas, modern offices and hospitality applications. The series which includes lounge chairs, dining chairs",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-ML2630,GLO,
9676180488505,ml-bar-stool,Ml bar stool,Brant Business Interiors,"ML™ is a contemporary interpretation of classic minimalist style and well suited to reception areas, modern offices and hospitality applications. The series which includes lounge chairs, dining chairs",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-ML171733,GLO,
9676187631929,planters,Planters,Brant Business Interiors,Princeton is a freestanding and fully modular collection offering maximum flexibility; ease of installation and facilitates simple reconfigurations. 3 Pot Dimensions: W42 x D12 x H29 IN. 5 Pot Dimensi,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-PN4229PL,GLO,
9676929270073,banquet-chair-stacking,Banquet chair stacking,Brant Business Interiors,Description Horizon's “New” armless stacking chair is a multi-functional banquet chair which can be used at an array of venues. Ideal for easy storage and 10 high stack capacity (optional dollies avai,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HZN,NONE,,,,HZN-A117V,HZN,HZN
9676931498297,recycled-plastic-picnic-tables,Recycled plastic picnic tables,Brant Business Interiors,"Description 100% recycled plastic Guaranteed not to rust or crack, eliminating the need for component replacement Mold-in colour feature means no painting is ever required Impervious to graffiti, dirt",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SCN,NONE,,,,scn-nd426,SCN,SCN
9680085844281,round-table-29-high,"Round table 29"" high — 29""",Brant Business Interiors,"1"" Table Top Material: Polyvinyl Chloride (PVC) Edge, Metal Leg - Finish: Powder Coated Black Base Colours: 8 Colours Height: 30""",NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-R36RT900CROSS30,HDL,HDL
9682147737913,student-chair-4-sizes-1,Student Chair 4 sizes,Brant Business Interiors,"Honor Roll 4-Leg Stacking Chair is developed for use in any learning environment. It is the only chair on the market that can stack fifteen chairs high freestanding, locking into one another when stac",NONE,UNKNOWN,no manufacturer signal; sku_prefix=C,NONE,,,,C-HR-4LEG12,C,C
9682149048633,student-chair-4-sizes-copy,Student Chair 4 sizes,Brant Business Interiors,"The Air 4-Leg Stacking Chair was developed for use in any learning environment. It can stack five chairs high freestanding, locking into one another when stacked for stability. For volume orders, plea",NONE,UNKNOWN,no manufacturer signal; sku_prefix=C,NONE,,,,C-AIR-4LEG12,C,C
9682150621497,student-chair-4-sizes,Student Chair 4 sizes,Brant Business Interiors,"The Savvy 4-Leg Stacking Chair was developed for use in any learning environment. It can stack five chairs high freestanding, locking into one another when stacked for stability. Designed with a built",NONE,UNKNOWN,no manufacturer signal; sku_prefix=C,NONE,,,,C-SVY-4LEG12,C,C
9682495111481,student-desk,Student Desk,Brant Business Interiors,"The Honor Roll Square Leg Desk with Closed Book Box is attractive, sturdy and durable. A budget-minded desk for all grade levels. Legs are welded to the book box providing strength and stability. Hard",NONE,UNKNOWN,no manufacturer signal; sku_prefix=DSQ,NONE,,,,DSQ1824OAKBLK,DSQ,DSQ
9682497536313,student-desk-1,Student Desk,Brant Business Interiors,"Duet high density multi-purpose stacking tables, 29""w x 25""d x 28""h Duet stacking tables for post-secondary and adult levels are easy to configure, stack and store Can quickly transition from classroo",NONE,UNKNOWN,no manufacturer signal; sku_prefix=DTS,NONE,,,,DTS1828P,DTS,DTS
9682812207417,boulevard-system-3,Boulevard system 3,Brant Business Interiors,Boulevard System 3 Disregard Pricing,NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9682813813049,diet,Diet,Brant Business Interiors,"Diet Create any size, any colour Made in Canada Disregard Pricing.",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9683059179833,table-round-height-adjustable,Table round height adjustable,Brant Business Interiors,"Available in the following sizes: 48"" and 60"" Diameter Available in the following heights: 17"" - 25"", 22"" - 30"" and 30"" - 42"" Maple high pressure scratch resistant laminate Silver 3mm vinyl bonded edg",NONE,UNKNOWN,no manufacturer signal; sku_prefix=MTY,NONE,,,,MTY-AT48RMPL,MTY,MTY
9683080249657,horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe study table height adjustable c-shape horseshoe,Brant Business Interiors,"Available in the following sizes: 36"" x 60"" and 48"" x 72"" Available in the following heights: 17"" - 25"", 22"" - 30"" and 30"" - 42"" Maple high pressure scratch resistant laminate Silver 3mm vinyl bonded ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=MTY,NONE,,,,MTY-IS-ATC#3660,MTY,MTY
9683089654073,pod-phone-booths,Pod phone booths,Brant Business Interiors,"POD (Privacy on Demand) is a family of products that are designed for occasional, short-duration privacy from the open plan. It supports technology and helps shape an environment where people want to ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9683134611769,ultima-adjustable-stool,Ultima adjustable stool,Brant Business Interiors,"Adjustable height 20"" - 26"" Seat backing steel plate for additional strength Fully welded frame Available in a range of seat colours Durable powder coat finish, for the sake of the environment Black f",NONE,UNKNOWN,no manufacturer signal; sku_prefix=MTY,NONE,,,,MTY- IS-S2026,MTY,MTY
9683142836537,metal-desk-laminate-top,Metal desk laminate top,Brant Business Interiors,"The 24"" x 60"" Apex teachers desk is completely mobile and features integral wire management, a modesty panel and a locking box box file pedestal - everything the busy teacher needs! Maple high pressur",NONE,UNKNOWN,no manufacturer signal; sku_prefix=MTY,NONE,,,,MTY-IS-AP2460.BBF.MOD,MTY,MTY
9683498795321,sonoma,Sonoma,Brant Business Interiors,"Sonoma™ patient and resident room furniture was developed with the help of healthcare professionals, designers and patients to meet the evolving needs of people in care. Sonoma bedside cabinets suppor",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SANOMA,NONE,,,,Sanoma,SANOMA,SANOMA
9683645563193,ryno-patio-furniture-waterproof-polyethylene,Ryno patio furniture waterproof polyethylene,Brant Business Interiors,"FEATURES Additional weighting limits potential to weaponize Strength & stability tested for severe contract use Pick proof design UV resistant, waterproof polyethylene construction makes it suitable f",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9683649954105,recliners-by-ryno,Recliners by Ryno,Brant Business Interiors,FEATURES Reclining motion is controlled with body weight – no controls or power required The internal mechanism is concealed to minimize ligature risks The generous width seat provides comfort while n,NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
