id,handle,title,collection_type,published_at,product_count_live
476854354233,telephone-booths,Telephone Booths,custom,2024-06-10T16:54:30-04:00,1
502854025529,toddler-lockers,Toddler Lockers,custom,,-1
519201685817,tops,Tops,custom,2025-12-30T18:20:42-05:00,1
526867038521,training-desks,Training Room Desks,custom,2026-05-07T10:48:44-04:00,-1
486802522425,training-flip-top-tables,Training Flip Top Tables,custom,2024-10-23T11:53:53-04:00,5
471845404985,training-room-tables,Training Room Tables,custom,2024-02-26T00:18:13-05:00,4
508408824121,tv-units,TV Units,custom,2025-07-31T14:32:47-04:00,0
525906346297,type-accessories,Accessories,smart,2026-04-20T20:48:45-04:00,91
525906215225,type-chairs,Chairs,smart,2026-04-20T20:48:41-04:00,184
525906247993,type-desks,Desks,smart,2026-04-20T20:48:42-04:00,98
525906379065,type-lounge,Lounge Seating,smart,2026-04-20T20:48:46-04:00,-1
525906411833,type-outdoor,Outdoor,smart,2026-04-20T20:48:47-04:00,5
525906313529,type-storage,Storage,smart,2026-04-20T20:48:44-04:00,82
525906280761,type-tables,Tables,smart,2026-04-20T20:48:43-04:00,-1
473195184441,u-shape-desks,U-Shape Desks,custom,2024-03-25T04:39:11-04:00,-1
476571074873,u-shape-desks-1,U-Shape Desks,custom,2024-06-04T13:14:34-04:00,15
474620821817,u-shape-desks-desks,U-Shape Desks,custom,2024-04-25T15:51:48-04:00,16
476855763257,umbrellas,Umbrellas,custom,2024-06-10T17:07:43-04:00,0
471835443513,utility-service-carts,Utility/Service Carts,custom,2024-02-25T16:30:47-05:00,-1
473348997433,vertical-file-cabinets-storage,Vertical File Cabinets,custom,2024-03-28T00:18:43-04:00,6
471782261049,vertical-files,Vertical Files,custom,2024-02-24T01:50:41-05:00,6
508412821817,waiting-room-seating,Waiting Room Seating,custom,2025-07-31T14:35:00-04:00,-1
526867235129,wall-storage,Wall-Mounted Storage,custom,2026-05-07T10:48:47-04:00,0
476854288697,walls,walls,custom,2024-06-10T16:53:50-04:00,5
473197117753,wardrobe-storage,Wardrobe (Storage),custom,2024-03-25T04:57:35-04:00,6
508407513401,wardrobes,Wardrobes,custom,2025-07-31T14:32:31-04:00,-1
502853796153,wash-stands,Wash Stands,custom,2025-05-26T10:25:05-04:00,0
526867366201,waste-recycling,Waste & Recycling,custom,2026-05-07T10:48:49-04:00,0
515143467321,white-board,white board,custom,2025-11-05T18:04:58-05:00,-1
469949055289,winter-supplies,Winter Supplies,custom,2024-01-17T03:20:20-05:00,4
473197347129,wobble-chairs,Wobble Chairs,custom,2024-03-25T04:58:57-04:00,0
502853566777,wood-frame-tables,Wood Frame Tables,custom,2025-05-26T10:23:51-04:00,0
502853435705,workstation,Workstation,custom,2025-05-26T10:22:49-04:00,-1
471845568825,workstations-computer-desks,Workstations/Computer Desks,custom,2024-02-26T00:23:34-05:00,0
